id,minimo_sueldo,total_gasto_inicial
7700,"858727,5",565443
7701,"379507,5",248899
7702,"852092,5",549830
7703,693620,432847
7704,567120,360614
7705,1170510,755178
7706,"1010392,5",645255
7707,"250417,5",164442
7708,"486012,5",304416
7709,403920,256558
7710,156330,97849
7711,"1121402,5",699865
7712,"714382,5",454171
7713,"610382,5",402096
7714,335465,217624
7715,1143290,738857
7716,393495,254106
7717,"1253822,5",780477
7718,"157247,5",101605
7719,"473792,5",296855
7720,310610,194461
7721,505305,332315
7722,"431707,5",270086
7723,1097095,705045
7724,381480,250931
7725,671040,441673
7726,348840,221691
7727,613255,383650
7728,158370,99103
7729,159390,99658
7730,323310,201934
7731,"290802,5",187419
7732,738285,473361
7733,1363360,857146
7734,"302362,5",194719
7735,1599735,1001642
7736,"479872,5",301001
7737,416680,267860
7738,897745,561348
7739,"510507,5",329267
7740,"746622,5",466228
7741,601055,374768
7742,932930,601333
7743,"592947,5",382803
7744,1067220,701204
7745,156145,97840
7746,"417857,5",269821
7747,654000,429664
7748,713590,446542
7749,1176540,759125
7750,437310,280521
7751,496335,315912
7752,231625,149536
7753,1365510,880472
7754,1046110,676082
7755,"540252,5",339385
7756,157140,98361
7757,452615,297442
7758,"186347,5",120358
7759,"662287,5",427968
7760,1129305,710132
7761,509240,328826
7762,"938122,5",615352
7763,418630,263181
7764,"342602,5",220099
7765,"738262,5",475768
7766,"471802,5",294495
7767,"635057,5",398140
7768,484510,309099
7769,327545,211830
7770,150000,98551
7771,"440572,5",289181
7772,478080,305278
7773,"898427,5",563027
7774,1018985,655731
7775,882000,579005
7776,741805,472011
7777,600480,394730
7778,"723412,5",455392
7779,"462632,5",288442
7780,260325,170996
7781,520890,326537
7782,"1044782,5",677483
7783,"644332,5",415724
7784,1337040,861833
7785,"431157,5",270279
7786,414320,258397
7787,347625,223033
7788,544055,339926
7789,1538095,990932
7790,"635232,5",398423
7791,471420,310790
7792,1377685,885276
7793,408485,262924
7794,172050,109346
7795,473850,301594
7796,1593855,1029801
7797,"715942,5",447172
7798,877510,551960
7799,"1441987,5",904700
7800,834355,530275
7801,"350707,5",230594
7802,1131600,744482
7803,"339442,5",212124
7804,"556762,5",359984
7805,453960,288448
7806,"722102,5",452004
7807,"242142,5",151070
7808,279015,177925
7809,612300,382110
7810,"529222,5",341580
7811,912285,601261
7812,"1614437,5",1005618
7813,"1175957,5",736778
7814,"972507,5",609355
7815,1019465,658218
7816,"489397,5",306393
7817,"568912,5",356798
7818,157580,98729
7819,465885,307169
7820,"498862,5",311814
7821,1098480,698967
7822,739425,476170
7823,484975,312639
7824,"698887,5",437403
7825,"491322,5",307428
7826,608475,388448
7827,"720662,5",464799
7828,"411377,5",257433
7829,157610,98340
7830,"704892,5",456512
7831,413510,258899
7832,"479027,5",308574
7833,"970057,5",626475
7834,"611522,5",393085
7835,1305800,842139
7836,"477012,5",306416
7837,"158122,5",101868
7838,"390577,5",251398
7839,"621877,5",396045
7840,370080,235082
7841,585660,384905
7842,940965,588796
7843,768075,490480
7844,466935,293632
7845,278250,182759
7846,518460,326135
7847,"214132,5",138026
7848,"338017,5",217989
7849,"931652,5",599593
7850,990345,652322
7851,778640,495300
7852,492525,324314
7853,512875,321816
7854,"980937,5",616664
7855,740750,479273
7856,1170865,771070
7857,"1049112,5",676456
7858,920320,603589
7859,987815,637565
7860,688330,429211
7861,"642097,5",408888
7862,1100665,710945
7863,"1412492,5",883732
7864,458840,285569
7865,845380,537883
7866,"167772,5",104930
7867,566900,353972
7868,807740,520727
7869,729995,470229
7870,"1150327,5",742019
7871,"212342,5",132689
7872,1079495,688215
7873,"316297,5",201590
7874,"806172,5",502936
7875,"659587,5",432843
7876,"483972,5",312160
7877,"777102,5",499726
7878,626810,405071
7879,355305,222694
7880,1251205,804849
7881,722755,465647
7882,"424102,5",270985
7883,675925,435465
7884,623030,402421
7885,"623527,5",388879
7886,373405,232947
7887,395165,255186
7888,490695,316069
7889,"263627,5",173526
7890,"675302,5",429220
7891,"849172,5",533413
7892,700115,451502
7893,150000,95528
7894,250110,155989
7895,439770,283914
7896,344795,215914
7897,"311192,5",194388
7898,361440,238063
7899,"937097,5",603030
7900,"572182,5",368170
7901,475240,298036
7902,"1110992,5",694567
7903,"521822,5",333428
7904,678405,423950
7905,"838462,5",540893
7906,199080,126430
7907,"551402,5",344990
7908,312005,201291
7909,645025,403258
7910,"766177,5",495583
7911,748055,483475
7912,488770,305707
7913,"468632,5",294192
7914,"1209977,5",768767
7915,"1634562,5",1056905
7916,"876482,5",564020
7917,502665,313389
7918,967500,634223
7919,897580,581480
7920,429660,282145
7921,270215,169112
7922,382320,244309
7923,"1415372,5",914748
7924,"1185172,5",767447
7925,"771112,5",483089
7926,"559937,5",356043
7927,"423497,5",273271
7928,313825,202544
7929,749120,483492
7930,"527082,5",334802
7931,399600,255084
7932,"255532,5",159647
7933,518585,333693
7934,946440,610642
7935,"574927,5",379066
7936,1156815,738428
7937,695645,450376
7938,"165542,5",106464
7939,1026720,673077
7940,355110,233902
7941,"680562,5",439494
7942,"571947,5",369147
7943,501980,314599
7944,"770107,5",482150
7945,"295787,5",189910
7946,"1373087,5",863458
7947,"456817,5",285541
7948,283110,176286
7949,480030,300718
7950,257145,165642
7951,"348262,5",228808
7952,885100,554314
7953,"540922,5",348353
7954,"703117,5",440069
7955,537815,342108
7956,311520,198535
7957,546880,341921
7958,300960,191449
7959,995305,641617
7960,624095,397818
7961,492295,316837
7962,"790937,5",495778
7963,"296042,5",185323
7964,"193592,5",121808
7965,556620,359272
7966,659405,421249
7967,817425,536113
7968,"1122692,5",700485
7969,768205,495887
7970,"726397,5",466797
7971,533190,343876
7972,"691582,5",447964
7973,"1442457,5",907068
7974,697380,445612
7975,"389892,5",243213
7976,1295185,808605
7977,665695,416517
7978,"387812,5",250270
7979,341080,219611
7980,889350,582924
7981,1010680,633374
7982,495410,321215
7983,707850,463939
7984,527685,340044
7985,360360,229968
7986,463735,299500
7987,410625,256831
7988,649770,427725
7989,"457987,5",292471
7990,620495,386975
7991,359175,224887
7992,841320,535931
7993,600600,376650
7994,"518772,5",333662
7995,1294920,853819
7996,"477382,5",307669
7997,"1281742,5",817660
7998,"221512,5",140770
7999,"170357,5",106793
8000,623220,398020
8001,560275,360663
8002,"335767,5",216489
8003,"1088967,5",703046
8004,472725,300311
8005,263355,173641
8006,832005,520005
8007,"531177,5",344464
8008,1168860,746304
8009,288765,180531
8010,"586082,5",366118
8011,286725,180177
8012,513000,325945
8013,443700,291207
8014,1439250,948399
8015,680300,425752
8016,372000,244087
8017,"486267,5",303362
8018,465750,297112
8019,"696707,5",449293
8020,294625,184422
8021,"485882,5",304111
8022,"652432,5",420629
8023,349125,221906
8024,857250,563532
8025,"1030592,5",646366
8026,981685,624197
8027,"261177,5",168669
8028,643685,410531
8029,416760,274752
8030,603750,384124
8031,"1306692,5",816146
8032,638910,411138
8033,"865772,5",568261
8034,362675,234487
8035,486000,320413
8036,677935,431617
8037,773670,500741
8038,510435,324311
8039,"751247,5",492404
8040,"650727,5",420306
8041,156205,101141
8042,743045,474290
8043,1017545,635903
8044,"536547,5",336923
8045,483210,317618
8046,314540,202790
8047,296640,194542
8048,"792647,5",495947
8049,346370,223438
8050,1102500,722973
8051,"719597,5",449883
8052,895365,569595
8053,358980,228913
8054,"539662,5",355382
8055,"427302,5",275709
8056,574460,359307
8057,892800,586038
8058,1242375,800727
8059,"165737,5",103305
8060,"523367,5",337951
8061,"342467,5",220324
8062,525000,344974
8063,571500,375252
8064,494700,324796
8065,653105,421633
8066,430120,274575
8067,"158202,5",101730
8068,813610,506623
8069,"460602,5",288678
8070,456750,291254
8071,491175,323006
8072,"959377,5",610899
8073,"756247,5",498489
8074,445500,292288
8075,727475,453761
8076,835675,548294
8077,"172897,5",108252
8078,"322682,5",201797
8079,284105,178671
8080,959815,622372
8081,498100,322879
8082,"1042027,5",675907
8083,602310,376490
8084,801360,528403
8085,279585,178157
8086,691630,432774
8087,"245892,5",154030
8088,"754337,5",486472
8089,"1486717,5",962114
8090,477020,308167
8091,"192517,5",126898
8092,368545,237488
8093,"647752,5",416790
8094,"410802,5",265202
8095,"441257,5",275812
8096,488690,304289
8097,"811077,5",525309
8098,559910,368272
8099,478690,299006
8100,263075,165323
8101,"315647,5",203598
8102,"438042,5",281772
8103,"630972,5",397244
8104,"1220032,5",763443
8105,330015,213169
8106,498635,320772
8107,"880917,5",570463
8108,377260,244051
8109,321115,200916
8110,"188857,5",122026
8111,"594997,5",385114
8112,598520,384210
8113,"481032,5",311596
8114,578540,373504
8115,712660,445693
8116,669275,420978
8117,"321517,5",201179
8118,1382535,907533
8119,1060290,698129
8120,476595,313537
8121,920390,606277
8122,500220,328634
8123,955980,609890
8124,"197322,5",123544
8125,787010,493243
8126,"1060192,5",663404
8127,291165,182101
8128,669300,426735
8129,"346702,5",217667
8130,986840,630597
8131,365770,236063
8132,"350477,5",226276
8133,"484037,5",303462
8134,"1365522,5",856356
8135,431815,270162
8136,713460,470324
8137,663390,422096
8138,"380692,5",250984
8139,362525,234003
8140,210210,134257
8141,"325837,5",210046
8142,597385,386518
8143,468585,308968
8144,490875,308120
8145,586725,377864
8146,750505,484229
8147,"1193062,5",759855
8148,"548927,5",354630
8149,254265,164521
8150,"1473757,5",950278
8151,425475,270584
8152,470925,299946
8153,574495,359722
8154,"447632,5",289338
8155,"581727,5",373461
8156,"492407,5",308521
8157,"314212,5",200686
8158,759530,475787
8159,"389392,5",243742
8160,259500,170698
8161,505305,316558
8162,1340340,882499
8163,"537772,5",353180
8164,"260227,5",171283
8165,1004090,647652
8166,"525142,5",329790
8167,940500,597354
8168,"850717,5",549541
8169,"962762,5",622602
8170,395600,247295
8171,348000,218396
8172,258825,164455
8173,611105,382753
8174,1602855,999210
8175,"333457,5",212091
8176,754345,495082
8177,1382730,866050
8178,"278897,5",174401
8179,741325,480613
8180,"477912,5",309830
8181,828630,546273
8182,"1401522,5",877720
8183,1327090,828824
8184,397280,256979
8185,"743432,5",481343
8186,"1010147,5",633341
8187,"1237062,5",776781
8188,491175,323003
8189,471985,304159
8190,862920,568664
8191,157920,98508
8192,837755,539643
8193,"1245657,5",779726
8194,"478192,5",298417
8195,"835582,5",538705
8196,587220,379803
8197,528345,346457
8198,"698707,5",445969
8199,397785,249372
8200,1398545,874399
8201,736725,484540
8202,"602912,5",388037
8203,"267427,5",175509
8204,975935,641077
8205,367575,229935
8206,"1212052,5",782021
8207,581360,376997
8208,"156997,5",100034
8209,"504902,5",326188
8210,1664565,1060761
8211,"582162,5",364542
8212,"372712,5",239554
8213,870135,563270
8214,319035,205792
8215,203705,127463
8216,"605112,5",377719
8217,241585,151246
8218,"812747,5",508358
8219,457705,295096
8220,502335,319768
8221,"604297,5",390219
8222,"328317,5",210744
8223,"646402,5",424388
8224,363000,231773
8225,652270,405912
8226,"436047,5",274499
8227,781775,514530
8228,1033515,657919
8229,327000,214353
8230,332040,213447
8231,727795,467324
8232,"526857,5",329818
8233,536355,340765
8234,"324562,5",204040
8235,"1533122,5",958997
8236,150000,95431
8237,762420,491824
8238,326790,205054
8239,643950,402628
8240,603945,380026
8241,"607322,5",381255
8242,"157387,5",101707
8243,651255,419888
8244,"526142,5",339120
8245,1170155,752018
8246,888800,555641
8247,612190,383953
8248,"515057,5",332450
8249,"523412,5",326507
8250,"380292,5",245219
8251,"296642,5",185324
8252,714625,462055
8253,"1130242,5",709561
8254,245685,158873
8255,468720,308280
8256,"414097,5",267478
8257,"812202,5",506780
8258,257820,166540
8259,561600,357927
8260,301115,187912
8261,"665252,5",416757
8262,"378927,5",237289
8263,750425,483026
8264,"750187,5",478197
8265,633165,398100
8266,549350,362011
8267,442515,285492
8268,"518392,5",334212
8269,454005,285068
8270,595765,383415
8271,432310,271516
8272,671750,419140
8273,"1123157,5",701246
8274,"272527,5",179041
8275,"456462,5",287022
8276,186135,119860
8277,503065,315564
8278,645835,404472
8279,"320812,5",207659
8280,1240370,789296
8281,794590,522356
8282,"334497,5",214999
8283,299765,187343
8284,815125,509527
8285,155250,98873
8286,"783627,5",490481
8287,"393097,5",244857
8288,681120,447041
8289,1352800,887501
8290,"305262,5",197609
8291,526500,334701
8292,305135,190885
8293,1083340,676024
8294,1148215,717478
8295,509220,333870
8296,"318792,5",205033
8297,454400,285014
8298,288090,183092
8299,"708577,5",456886
8300,"316662,5",207681
8301,"399532,5",250997
8302,1395220,903429
8303,"335077,5",216071
8304,507840,322728
8305,1579885,988047
8306,"1247117,5",777947
8307,"947402,5",592305
8308,167795,106686
8309,599395,385353
8310,"778247,5",487219
8311,158075,102135
8312,956340,627764
8313,"1097502,5",709405
8314,"379867,5",238528
8315,676350,444125
8316,"888692,5",566259
8317,"543337,5",340193
8318,"429907,5",273596
8319,321780,200633
8320,"465302,5",290148
8321,"942312,5",591261
8322,662535,414920
8323,445740,283186
8324,"171467,5",106900
8325,"1538282,5",992706
8326,"465547,5",291701
8327,1074585,694890
8328,"293067,5",189386
8329,232555,150514
8330,400435,258761
8331,622500,395487
8332,"637847,5",411544
8333,"405852,5",262368
8334,"434562,5",271229
8335,408980,263644
8336,472590,301022
8337,437400,278820
8338,530260,333550
8339,"276977,5",179029
8340,"491467,5",306366
8341,"187042,5",120977
8342,"502717,5",315703
8343,863460,549835
8344,"650067,5",427708
8345,"475577,5",307218
8346,252365,161117
8347,"266062,5",169199
8348,1428570,938643
8349,204330,130209
8350,"248787,5",160837
8351,"556852,5",358138
8352,1048705,669856
8353,"517522,5",341069
8354,296700,194653
8355,"1555917,5",976752
8356,"637787,5",410457
8357,675170,435262
8358,249995,156589
8359,795220,512194
8360,"1536162,5",990773
8361,414215,259254
8362,"920487,5",592988
8363,1737600,1121530
8364,"322917,5",208645
8365,158075,101545
8366,"504807,5",316521
8367,"428737,5",281214
8368,542465,351665
8369,156860,101460
8370,891990,567289
8371,"639787,5",411237
8372,461160,294533
8373,509165,317808
8374,239085,151866
8375,323570,208722
8376,432630,284522
8377,1274280,839852
8378,1465280,916741
8379,"508807,5",317708
8380,"1286162,5",830486
8381,956660,598246
8382,717685,449954
8383,"479092,5",314792
8384,"846952,5",544355
8385,"802402,5",519263
8386,312825,205692
8387,444255,287157
8388,474240,304902
8389,354660,226030
8390,772925,492115
8391,314170,195460
8392,266475,169841
8393,"680052,5",438698
8394,"256567,5",160525
8395,"182797,5",114626
8396,187385,116529
8397,"539382,5",346087
8398,"757337,5",488778
8399,370080,243180
8400,158335,101812
8401,425880,271160
8402,"465262,5",291087
8403,"337267,5",221057
8404,310495,200602
8405,501620,323036
8406,583210,366116
8407,"1209662,5",771079
8408,"246382,5",161556
8409,"246857,5",154366
8410,1155930,746892
8411,694015,445682
8412,299730,196926
8413,"1352447,5",860692
8414,563085,359770
8415,617550,406986
8416,1140480,747706
8417,"387842,5",241816
8418,407175,268139
8419,285180,187625
8420,811125,517622
8421,"685862,5",443616
8422,"593302,5",381911
8423,828525,535173
8424,"1262332,5",786505
8425,915250,570043
8426,1210545,781677
8427,701155,438677
8428,"448317,5",290138
8429,"550222,5",345109
8430,935620,584792
8431,"474437,5",311966
8432,264915,168875
8433,1196925,774620
8434,608880,386956
8435,446310,293082
8436,"1414742,5",880109
8437,382265,245568
8438,"1154067,5",722530
8439,486310,304062
8440,779085,511728
8441,"1244892,5",782536
8442,1117270,721167
8443,498960,318533
8444,829550,536726
8445,1144800,728485
8446,"416107,5",267717
8447,626915,392014
8448,"672362,5",433014
8449,1165405,751036
8450,532735,344449
8451,"416937,5",260146
8452,666885,431699
8453,"581067,5",364493
8454,"262517,5",169010
8455,518400,341551
8456,1047310,655712
8457,156940,98172
8458,"272042,5",175273
8459,509895,329372
8460,467240,301655
8461,"486807,5",312704
8462,370800,236637
8463,202055,130346
8464,165685,103663
8465,"581072,5",373872
8466,"617857,5",393936
8467,739560,460639
8468,"875727,5",564966
8469,"1104642,5",716457
8470,639895,413534
8471,817070,525085
8472,930115,613198
8473,"450407,5",280787
8474,1413945,883145
8475,493245,314646
8476,"345537,5",216647
8477,1087175,700952
8478,522725,326786
8479,"494382,5",320138
8480,194300,125733
8481,"444552,5",286726
8482,1555215,991916
8483,237875,156406
8484,273465,179922
8485,708335,457856
8486,"415867,5",269136
8487,"692972,5",448377
8488,"456422,5",286403
8489,"742567,5",474402
8490,"857622,5",534576
8491,497955,316998
8492,"656612,5",411317
8493,"597652,5",384041
8494,269455,168613
8495,"518797,5",334363
8496,483075,308614
8497,295500,194116
8498,425495,267398
8499,"731877,5",472808
8500,"566747,5",354485
8501,"632342,5",394709
8502,"721427,5",467453
8503,691530,439263
8504,769505,482824
8505,673650,435264
8506,321540,205055
8507,"585992,5",366482
8508,374745,234300
8509,156510,101130
8510,1203940,775817
8511,"1027197,5",664044
8512,"429307,5",276559
8513,746490,474306
8514,383040,251747
8515,562720,370753
8516,509485,329703
8517,"253012,5",165970
8518,532240,342839
8519,377495,236564
8520,"419672,5",263059
8521,492175,316268
8522,897660,577297
8523,"1123207,5",702743
8524,605250,398856
8525,"261597,5",163429
8526,"978317,5",625164
8527,"401787,5",250622
8528,167620,108021
8529,500995,322173
8530,"309042,5",192350
8531,"658502,5",410921
8532,898885,561269
8533,"745302,5",477994
8534,"709517,5",444686
8535,190125,125109
8536,776540,483717
8537,837700,542542
8538,470250,308725
8539,436940,275033
8540,400950,264120
8541,371250,236115
8542,308775,202449
8543,"671962,5",430887
8544,"402432,5",252740
8545,196780,123115
8546,"262202,5",163236
8547,"762877,5",492801
8548,886125,554987
8549,"1023107,5",650097
8550,"1596507,5",1030332
8551,"692947,5",456790
8552,866745,551877
8553,"205077,5",132342
8554,450885,289948
8555,"890557,5",572102
8556,312285,205090
8557,"991617,5",620849
8558,"543182,5",350216
8559,"427742,5",267587
8560,150000,95779
8561,289560,190220
8562,489880,315723
8563,"340382,5",212843
8564,"498557,5",322589
8565,521645,336156
8566,816750,519275
8567,700920,460555
8568,"437062,5",286657
8569,497450,311206
8570,587770,366770
8571,"532042,5",333622
8572,613850,383750
8573,707585,442229
8574,"815297,5",536730
8575,"302872,5",195157
8576,1375405,904990
8577,326955,210085
8578,"1524062,5",980947
8579,"792402,5",497391
8580,"746877,5",467809
8581,336940,217474
8582,365760,232298
8583,"606797,5",379411
8584,"985727,5",628323
8585,434700,285755
8586,516135,333928
8587,529785,338070
8588,"396607,5",247764
8589,590580,388582
8590,257555,161809
8591,"632927,5",396909
8592,1202025,774229
8593,"475132,5",306256
8594,611490,402447
8595,398520,253840
8596,291720,192248
8597,"223777,5",139808
8598,783330,490399
8599,586115,367951
8600,"630252,5",394439
8601,"729017,5",455672
8602,"387087,5",243329
8603,"157542,5",98558
8604,"677527,5",436314
8605,712170,457485
8606,"1229227,5",790313
8607,320880,211132
8608,1277300,801875
8609,446355,293227
8610,206150,132288
8611,"616207,5",406290
8612,"599462,5",373461
8613,342175,214045
8614,1006900,651671
8615,"644127,5",410374
8616,"157467,5",98594
8617,370740,238773
8618,1376330,905555
8619,"989437,5",617531
8620,"1482362,5",927818
8621,"432527,5",280199
8622,1063160,663718
8623,"812422,5",523261
8624,475240,296756
8625,1413520,931103
8626,390555,249237
8627,820910,514716
8628,"576847,5",372537
8629,"1211017,5",793795
8630,291525,191087
8631,456165,291478
8632,961645,602589
8633,"589692,5",376587
8634,496980,317195
8635,502270,325078
8636,"606097,5",389761
8637,480440,300709
8638,362435,232766
8639,545580,359273
8640,193800,123466
8641,482220,317951
8642,"663007,5",435960
8643,"1042417,5",669663
8644,722590,464375
8645,526500,346173
8646,525650,338304
8647,"745727,5",466833
8648,924480,578255
8649,604460,391628
8650,395235,254982
8651,"983252,5",613374
8652,"797817,5",516387
8653,806735,530437
8654,"545782,5",348017
8655,1183200,775661
8656,"586892,5",368048
8657,"295327,5",194117
8658,"1155502,5",734414
8659,"796567,5",498433
8660,453960,288316
8661,"959967,5",598457
8662,376705,247750
8663,1521820,949264
8664,603385,389096
8665,"520737,5",324162
8666,"319797,5",200728
8667,"585232,5",365898
8668,1558485,990445
8669,365570,233424
8670,480060,305919
8671,"158937,5",99573
8672,544320,358461
8673,678560,436820
8674,521265,331565
8675,"1779737,5",1149845
8676,"745067,5",481771
8677,950400,625884
8678,174345,110730
8679,787035,492285
8680,473760,311931
8681,"1300747,5",834528
8682,329820,210267
8683,853635,532623
8684,"449447,5",280706
8685,"755642,5",472914
8686,"385452,5",240335
8687,1082615,688400
8688,1520780,949789
8689,"857847,5",535762
8690,641755,400348
8691,"404642,5",261058
8692,261105,166759
8693,608570,393718
8694,"711252,5",458707
8695,551620,346264
8696,"158032,5",101773
8697,450225,295638
8698,771295,484655
8699,847955,531254
8700,555720,366164
8701,"405167,5",252961
8702,150000,95293
8703,940305,586523
8704,150000,95651
8705,"545082,5",341206
8706,"524332,5",328880
8707,347360,224679
8708,594075,390443
8709,"1414247,5",931618
8710,649075,407566
8711,559500,367212
8712,591180,380685
8713,475200,303085
8714,523540,343409
8715,"439942,5",275057
8716,254775,161860
8717,542160,348677
8718,813740,509655
8719,"186897,5",120424
8720,150000,95374
8721,"473167,5",301864
8722,450765,287851
8723,737295,483746
8724,983250,625748
8725,"599682,5",388878
8726,543015,351187
8727,749435,468826
8728,750540,482509
8729,591415,369331
8730,"1230887,5",794649
8731,1435500,916948
8732,161955,103190
8733,"460412,5",296177
8734,301140,197809
8735,"409992,5",264407
8736,"313947,5",206457
8737,"870112,5",543779
8738,"1467647,5",921620
8739,"505772,5",333114
8740,466895,301526
8741,"283667,5",178449
8742,"795362,5",510782
8743,"752212,5",487356
8744,1552385,1021292
8745,"340537,5",212372
8746,150000,98902
8747,916760,591591
8748,710520,445686
8749,"784752,5",491068
8750,636480,418102
8751,"534562,5",346300
8752,641015,414296
8753,1377585,864305
8754,"870257,5",546189
8755,364650,239622
8756,452830,292692
8757,670125,419533
8758,723915,469184
8759,988220,639700
8760,513980,320356
8761,1666150,1045554
8762,370525,231650
8763,607530,379097
8764,667255,428387
8765,685020,450413
8766,265650,169107
8767,"302192,5",195728
8768,421260,264562
8769,"588632,5",387436
8770,309120,196349
8771,1199950,771981
8772,"324737,5",206890
8773,285600,182316
8774,635275,396963
8775,"324327,5",202263
8776,1194540,761710
8777,"486617,5",313918
8778,"672457,5",427853
8779,595295,378403
8780,929230,591217
8781,"1196022,5",747590
8782,"749362,5",466544
8783,"781122,5",490153
8784,483840,308926
8785,"374617,5",246614
8786,"259077,5",162241
8787,455325,284750
8788,641760,408913
8789,"1193542,5",759287
8790,727980,454048
8791,"416842,5",261015
8792,1244725,790900
8793,976095,621697
8794,417690,274959
8795,707445,442529
8796,"468102,5",302206
8797,"817327,5",510021
8798,"823627,5",524067
8799,279840,178748
8800,431775,284257
8801,"562187,5",351664
8802,499065,328101
8803,727435,455435
8804,537515,336200
8805,691685,431280
8806,335400,213255
8807,623700,396343
8808,"634312,5",396312
8809,1992465,1249401
8810,1520700,1001383
8811,"838317,5",542713
8812,"541777,5",356156
8813,"178567,5",115419
8814,1125525,708599
8815,632605,407857
8816,609390,381542
8817,399540,250852
8818,"882162,5",550689
8819,298230,187183
8820,"762272,5",479003
8821,737185,483348
8822,"569602,5",367718
8823,696700,434538
8824,1009800,644766
8825,"315682,5",196837
8826,"713712,5",460653
8827,"508072,5",333638
8828,976140,622933
8829,451710,296211
8830,"660082,5",414228
8831,928270,609695
8832,532275,345267
8833,"349912,5",218831
8834,334620,220526
8835,551100,356210
8836,403655,265962
8837,308920,198911
8838,"546617,5",352875
8839,"471217,5",310268
8840,426745,266507
8841,313920,206674
8842,426465,271591
8843,730810,479521
8844,784225,491993
8845,1152455,718628
8846,525690,345295
8847,640920,408379
8848,328840,205689
8849,477550,304148
8850,"1099817,5",689206
8851,"511987,5",336961
8852,"405232,5",262254
8853,606820,379477
8854,252230,162874
8855,370835,232302
8856,1149390,731525
8857,959480,600432
8858,592515,388697
8859,"289962,5",180883
8860,311030,194636
8861,"312077,5",195040
8862,156600,98445
8863,"435037,5",272987
8864,422970,265860
8865,1132460,723308
8866,713770,445654
8867,"458427,5",285247
8868,602580,395945
8869,590390,370009
8870,1313340,825091
8871,596105,373189
8872,789580,509226
8873,536585,335298
8874,"554947,5",348519
8875,438075,287480
8876,1033515,659984
8877,"1254192,5",806352
8878,"818927,5",539235
8879,771035,482958
8880,"826277,5",518486
8881,263595,170096
8882,494795,308870
8883,"1659717,5",1070481
8884,"937387,5",605353
8885,606300,385827
8886,150000,98471
8887,"535192,5",333851
8888,248220,162928
8889,"1176917,5",773421
8890,668425,432466
8891,710685,458192
8892,497805,321475
8893,518015,323492
8894,458025,287244
8895,1117540,699385
8896,"731127,5",456253
8897,"438102,5",284299
8898,"496247,5",320824
8899,"674312,5",424329
8900,"525237,5",338041
8901,336695,217468
8902,504140,325914
8903,"429187,5",281509
8904,385290,249245
8905,"522557,5",327370
8906,"471242,5",294642
8907,"840937,5",537251
8908,647460,413223
8909,"463232,5",297501
8910,518950,334895
8911,"342952,5",214731
8912,"207722,5",134307
8913,360840,236569
8914,1269450,815552
8915,"899087,5",578842
8916,"520817,5",325276
8917,"345287,5",223746
8918,340500,217286
8919,194360,125406
8920,523035,343105
8921,"549847,5",353563
8922,"986787,5",617761
8923,"461577,5",297732
8924,745800,481620
8925,"1199417,5",772960
8926,"565892,5",364756
8927,465885,297399
8928,"574687,5",370472
8929,1682435,1085010
8930,216590,140007
8931,"567407,5",355331
8932,917415,603598
8933,929610,582142
8934,150000,98817
8935,"505247,5",326447
8936,455535,290555
8937,921590,588288
8938,399960,262155
8939,"744847,5",465449
8940,571500,368982
8941,335605,210107
8942,467170,290540
8943,"488642,5",315306
8944,603855,396624
8945,"880482,5",566795
8946,417690,274053
8947,"479047,5",308018
8948,"301342,5",197510
8949,197480,127206
8950,591875,381027
8951,935550,596642
8952,"540172,5",337039
8953,"1034302,5",681942
8954,722150,465406
8955,785600,493060
8956,340655,224147
8957,"774412,5",500657
8958,319200,209736
8959,"434982,5",280595
8960,150000,95781
8961,986825,617901
8962,428525,276681
8963,"547237,5",340854
8964,"1533472,5",986667
8965,283720,183240
8966,675855,422727
8967,467605,292793
8968,818000,512880
8969,"333307,5",214619
8970,"1922562,5",1202884
8971,"659232,5",412380
8972,"603652,5",378217
8973,"955182,5",617641
8974,"1412482,5",930297
8975,"432832,5",271882
8976,198900,126730
8977,242525,152278
8978,449550,285807
8979,539580,337466
8980,1061235,685292
8981,"589522,5",375421
8982,"187642,5",123557
8983,339970,213110
8984,196585,122518
8985,1518770,951687
8986,657115,423131
8987,"1317887,5",865004
8988,"508737,5",327571
8989,"180657,5",116199
8990,"237082,5",148433
8991,861420,555756
8992,"1436582,5",923173
8993,453960,297874
8994,379110,244849
8995,"851482,5",559346
8996,434245,273113
8997,675640,436669
8998,613240,395491
8999,706240,455358
9000,"632512,5",415519
9001,360605,225827
9002,163065,102272
9003,"294737,5",189295
9004,516910,324480
9005,575280,367500
9006,"810637,5",524145
9007,889125,582880
9008,"502837,5",314589
9009,283500,183279
9010,156925,98033
9011,1464145,962745
9012,"1000967,5",659245
9013,"444272,5",286917
9014,"1034877,5",648785
9015,"848242,5",546633
9016,"587897,5",379630
9017,"884702,5",551980
9018,"496747,5",319908
9019,697620,436918
9020,218775,136998
9021,1198405,773963
9022,391680,249326
9023,364505,228598
9024,703670,447923
9025,503885,316423
9026,532850,333367
9027,"632952,5",397119
9028,920855,594873
9029,"306782,5",191541
9030,679880,424465
9031,"794302,5",522117
9032,"386817,5",241688
9033,"877822,5",559196
9034,"479467,5",308534
9035,466360,299105
9036,"588162,5",368200
9037,931905,612903
9038,"293372,5",183903
9039,"497812,5",327216
9040,1007500,630861
9041,1554330,1023948
9042,926050,578792
9043,578110,374462
9044,1449755,910988
