id,tipo_propiedad,barrio,precio,ambientes,superficie_m2,antigüedad,expensas,garantía_requerida,precio_m2,score_crediticio_requerido,comisión_inmobiliaria,cochera,gastos_administrativos,tipo_incremento
7725,Casa,Yofre,268416,4,122,8,0,1 recibo de sueldo,2200.13,670,167359,Sí,5898,ICL cada 3 meses
7726,PH,Cerro de las Rosas,139536,1,37,29,0,2 recibos + garantía propietaria,3771.24,502,79908,Sí,2247,IPC cada 4 meses
7727,Departamento,Nueva Córdoba,235217,2,59,43,10085,2 recibos de sueldo,3986.73,830,134701,No,3647,IPC cada 3 meses
7728,Departamento,Cofico,60000,1,11,38,3348,2 recibos + garantía propietaria,5454.55,740,34360,No,1395,IPC cada 4 meses
7729,Departamento,Yofre,60816,1,29,19,2940,1 recibo + garantía propietaria,2097.1,592,34827,Sí,1075,IPC cada 6 meses
7730,Departamento,Alberdi,122460,2,70,43,6864,1 recibo de sueldo,1749.43,633,70129,Sí,2481,IPC cada 6 meses
7731,Departamento,Alberdi,109998,2,48,11,6323,1 recibo + garantía propietaria,2291.62,752,68584,Sí,2514,ICL cada 3 meses
7732,Departamento,Cerro de las Rosas,278610,2,67,15,16704,3 recibos de sueldo,4158.36,677,173715,Sí,4332,ICL cada 6 meses
7733,Departamento,Nueva Córdoba,523683,4,103,6,21661,2 recibos + garantía propietaria,5084.3,484,299897,Sí,11905,IPC cada 6 meses
7734,Departamento,Villa Cabrera,114540,2,60,34,6405,2 recibos de sueldo,1909.0,666,71416,Sí,2358,ICL cada 6 meses
7735,Departamento,Nueva Córdoba,614460,4,125,4,25434,1 recibo de sueldo,4915.68,758,351883,Sí,9865,IPC cada 3 meses
7736,Departamento,San Vicente,183456,3,87,18,8493,2 recibos de sueldo,2108.69,416,105059,No,3993,IPC cada 3 meses
7737,Departamento,Yofre,158295,2,85,27,8377,2 recibos de sueldo,1862.29,663,98698,Sí,2490,ICL cada 4 meses
7738,Departamento,General Paz,342342,3,85,18,16756,3 recibos de sueldo,4027.55,566,196049,Sí,6201,IPC cada 6 meses
7739,Departamento,Villa El Libertador,194238,3,84,2,9965,1 recibo de sueldo,2312.36,776,121109,Sí,3955,ICL cada 3 meses
7740,Departamento,Nueva Córdoba,281925,2,62,19,16724,3 recibos de sueldo,4547.18,604,161450,No,6129,IPC cada 4 meses
7741,Departamento,Centro,227592,4,112,26,12830,2 recibos de sueldo,2032.07,594,130335,Sí,4011,IPC cada 3 meses
7742,Departamento,Cerro de las Rosas,356328,3,76,4,16844,1 recibo + garantía propietaria,4688.53,732,222173,Sí,5988,ICL cada 4 meses
7743,Departamento,Villa Belgrano,225456,4,109,24,11723,2 recibos de sueldo,2068.4,560,140573,No,5051,ICL cada 6 meses
7744,Casa,Urca,426888,4,128,32,0,2 recibos de sueldo,3335.06,658,266168,No,8148,ICL cada 3 meses
7745,Departamento,Alta Córdoba,60000,1,27,44,2458,2 recibos de sueldo,2222.22,678,34360,No,1022,IPC cada 3 meses
7746,Departamento,Centro,159327,2,77,11,7816,3 recibos de sueldo,2069.18,630,99341,No,3337,ICL cada 6 meses
7747,PH,Cerro de las Rosas,261600,2,56,0,0,1 recibo + garantía propietaria,4671.43,519,163109,No,4955,ICL cada 6 meses
7748,Departamento,Villa Belgrano,271284,4,127,12,14152,3 recibos de sueldo,2136.09,562,155356,No,5750,IPC cada 3 meses
7749,Departamento,Urca,446381,4,125,21,24235,2 recibos de sueldo,3571.05,636,278322,No,10187,ICL cada 3 meses
7750,Departamento,San Vicente,165330,3,85,33,9594,3 recibos de sueldo,1945.06,460,103084,Sí,2513,ICL cada 4 meses
7751,Casa,Cerro de las Rosas,198534,2,51,37,0,2 recibos de sueldo,3892.82,658,113694,No,3684,IPC cada 3 meses
7752,Departamento,Villa El Libertador,88605,2,43,35,4045,1 recibo de sueldo,2060.58,623,55246,No,1640,ICL cada 3 meses
7753,Departamento,Cerro de las Rosas,516240,4,126,20,29964,2 recibos de sueldo,4097.14,707,321880,Sí,12388,ICL cada 3 meses
7754,Departamento,Cofico,397296,4,132,22,21148,2 recibos de sueldo,3009.82,714,247717,Sí,9921,ICL cada 4 meses
7755,Departamento,General Paz,207480,2,44,0,8621,2 recibos de sueldo,4715.45,537,118817,No,4467,IPC cada 3 meses
7756,Departamento,Villa Belgrano,60000,1,26,10,2856,1 recibo + garantía propietaria,2307.69,598,34360,No,1145,IPC cada 6 meses
7757,Casa,Urca,181046,2,53,35,0,2 recibos + garantía propietaria,3415.96,557,112883,No,3513,ICL cada 3 meses
7758,Departamento,Observatorio,71022,1,36,22,3517,2 recibos de sueldo,1972.83,597,44282,Sí,1537,ICL cada 6 meses
7759,Departamento,Yofre,253011,4,117,13,11904,1 recibo de sueldo,2162.49,624,157754,Sí,5299,ICL cada 3 meses
7760,Departamento,General Paz,433382,3,103,2,18340,1 recibo de sueldo,4207.59,761,248185,Sí,10225,IPC cada 3 meses
7761,Departamento,San Vicente,193806,3,86,6,9890,1 recibo de sueldo,2253.56,590,120839,No,4291,ICL cada 4 meses
7762,Casa,Nueva Córdoba,375249,3,78,16,0,2 recibos + garantía propietaria,4810.88,738,233971,Sí,6132,ICL cada 4 meses
7763,Departamento,Cofico,160605,2,55,34,6847,2 recibos + garantía propietaria,2920.09,676,91973,Sí,3756,IPC cada 3 meses
7764,Departamento,Villa El Libertador,129492,2,56,2,7549,1 recibo de sueldo,2312.36,788,80739,No,2319,ICL cada 6 meses
7765,Departamento,San Vicente,279300,4,125,4,16005,2 recibos de sueldo,2234.4,614,174146,Sí,6317,ICL cada 4 meses
7766,Departamento,San Vicente,179820,3,86,20,8901,3 recibos de sueldo,2090.93,568,102977,Sí,2797,IPC cada 3 meses
7767,Departamento,Urca,243936,2,64,8,10087,1 recibo de sueldo,3811.5,664,139694,No,4423,IPC cada 6 meses
7768,Casa,Barrio Jardín,193804,2,52,4,0,3 recibos de sueldo,3727.0,489,110985,Sí,4310,IPC cada 4 meses
7769,Departamento,Cerro de las Rosas,124656,1,27,4,6362,1 recibo + garantía propietaria,4616.89,665,77724,No,3088,ICL cada 4 meses
7770,Casa,Villa El Libertador,60000,1,22,14,0,2 recibos + garantía propietaria,2727.27,706,37410,No,1141,ICL cada 3 meses
7771,Casa,Alberdi,176229,3,82,17,0,1 recibo + garantía propietaria,2149.13,759,109880,No,3072,ICL cada 3 meses
7772,Casa,Villa El Libertador,191232,3,103,34,0,1 recibo de sueldo,1856.62,690,109512,Sí,4534,IPC cada 3 meses
7773,Departamento,General Paz,341658,3,83,15,17713,2 recibos de sueldo,4116.36,635,195657,No,7999,IPC cada 3 meses
7774,Departamento,Barrio Jardín,385334,4,117,22,22260,2 recibos + garantía propietaria,3293.45,844,240259,Sí,7878,ICL cada 3 meses
7775,PH,Barrio Jardín,352800,3,100,4,0,1 recibo de sueldo,3528.0,649,219973,Sí,6232,ICL cada 4 meses
7776,Casa,Nueva Córdoba,296722,2,68,23,0,2 recibos de sueldo,4363.56,544,169923,No,5366,IPC cada 3 meses
7777,Casa,Barrio Jardín,240192,2,76,20,0,2 recibos de sueldo,3160.42,646,149761,No,4777,ICL cada 6 meses
7778,Departamento,Villa Cabrera,277875,4,125,5,11490,1 recibo de sueldo,2223.0,515,159130,Sí,6897,IPC cada 3 meses
7779,Departamento,Yofre,175599,3,84,21,9454,2 recibos de sueldo,2090.46,526,100560,No,2829,IPC cada 3 meses
7780,Casa,Alberdi,104130,1,51,5,0,1 recibo de sueldo,2041.76,674,64925,Sí,1941,ICL cada 6 meses
7781,Departamento,Alta Córdoba,198198,3,96,18,10158,2 recibos + garantía propietaria,2064.56,517,113502,Sí,4679,IPC cada 4 meses
7782,Departamento,Nueva Córdoba,400494,3,88,21,17419,1 recibo de sueldo,4551.07,588,249711,No,9859,ICL cada 6 meses
7783,Departamento,Observatorio,247242,4,121,22,10491,3 recibos de sueldo,2043.32,533,154157,Sí,3834,ICL cada 3 meses
7784,Departamento,Nueva Córdoba,507474,4,122,35,27342,2 recibos + garantía propietaria,4159.62,664,316414,Sí,10603,ICL cada 6 meses
7785,Departamento,Pueyrredón,164754,3,88,38,7709,2 recibos + garantía propietaria,1872.2,578,94349,Sí,3467,IPC cada 3 meses
7786,Departamento,Alta Córdoba,156348,3,76,28,9380,3 recibos de sueldo,2057.21,703,89535,Sí,3134,IPC cada 6 meses
7787,Departamento,Barrio Jardín,131443,1,46,32,7607,2 recibos de sueldo,2857.46,695,81955,No,2028,ICL cada 4 meses
7788,Departamento,Yofre,207000,3,90,0,10622,1 recibo de sueldo,2300.0,519,118542,Sí,3762,IPC cada 6 meses
7789,Departamento,Nueva Córdoba,584364,4,122,10,30874,1 recibo + garantía propietaria,4789.87,742,364356,No,11338,ICL cada 6 meses
7790,Departamento,Centro,243576,3,111,1,10517,2 recibos + garantía propietaria,2194.38,632,139488,Sí,4842,IPC cada 3 meses
7791,PH,Alberdi,188568,3,83,6,0,1 recibo de sueldo,2271.9,527,117573,Sí,4649,ICL cada 3 meses
7792,Departamento,General Paz,520923,4,127,10,30151,1 recibo + garantía propietaria,4101.76,687,324800,No,9402,ICL cada 4 meses
7793,Departamento,Cofico,155736,2,52,32,7658,1 recibo de sueldo,2994.92,826,97102,Sí,2428,ICL cada 6 meses
7794,Casa,San Vicente,68820,1,33,15,0,2 recibos de sueldo,2085.45,630,39411,Sí,1115,IPC cada 4 meses
7795,PH,Villa Belgrano,189540,3,92,20,0,3 recibos de sueldo,2060.22,485,108543,Sí,3511,IPC cada 4 meses
7796,Departamento,Nueva Córdoba,606936,4,128,10,30606,2 recibos de sueldo,4741.69,742,378430,Sí,13829,ICL cada 3 meses
7797,Departamento,Yofre,270816,4,132,18,15561,3 recibos de sueldo,2051.64,807,155088,Sí,5707,IPC cada 6 meses
7798,Departamento,Cerro de las Rosas,337464,3,84,28,13540,2 recibos de sueldo,4017.43,541,193255,Sí,7701,IPC cada 3 meses
7799,Departamento,General Paz,549388,4,134,8,27407,1 recibo de sueldo,4099.91,570,314618,Sí,13287,IPC cada 6 meses
7800,Casa,Urca,333742,3,105,37,0,3 recibos de sueldo,3178.5,653,191124,No,5409,IPC cada 4 meses
7801,PH,Nueva Córdoba,140283,1,28,5,0,1 recibo de sueldo,5010.11,456,87467,Sí,2844,ICL cada 6 meses
7802,PH,Cerro de las Rosas,452640,4,120,36,0,1 recibo + garantía propietaria,3772.0,858,282225,Sí,9617,ICL cada 3 meses
7803,Departamento,Pueyrredón,129000,2,55,0,6777,3 recibos de sueldo,2345.45,644,73874,No,2473,IPC cada 6 meses
7804,Departamento,Urca,213486,2,57,16,9219,2 recibos + garantía propietaria,3745.37,654,133110,No,4169,ICL cada 4 meses
7805,PH,Cerro de las Rosas,181584,2,48,44,0,1 recibo de sueldo,3783.0,685,103987,Sí,2877,IPC cada 6 meses
7806,Departamento,Cerro de las Rosas,277368,2,68,18,11473,1 recibo + garantía propietaria,4078.94,624,158840,No,4323,IPC cada 6 meses
7807,Departamento,Villa El Libertador,92184,2,39,16,4673,2 recibos de sueldo,2363.69,598,52791,Sí,1422,IPC cada 6 meses
7808,Casa,Observatorio,111606,2,53,22,0,2 recibos de sueldo,2105.77,555,63913,Sí,2406,IPC cada 4 meses
7809,Departamento,Urca,233047,2,60,7,11873,2 recibos de sueldo,3884.12,532,133459,No,3731,IPC cada 3 meses
7810,Departamento,Nueva Córdoba,202263,1,43,1,9426,2 recibos de sueldo,4703.79,690,126112,No,3779,ICL cada 3 meses
7811,PH,General Paz,364914,3,85,6,0,2 recibos de sueldo,4293.11,785,227527,Sí,8820,ICL cada 4 meses
7812,Departamento,Nueva Córdoba,610579,4,124,4,35196,1 recibo de sueldo,4924.02,744,349660,Sí,10183,IPC cada 3 meses
7813,Departamento,Cerro de las Rosas,449688,4,119,36,20695,1 recibo + garantía propietaria,3778.89,621,257523,No,8872,IPC cada 4 meses
7814,Departamento,Cofico,370363,4,129,31,18640,2 recibos + garantía propietaria,2871.03,630,212095,No,8257,IPC cada 4 meses
7815,Departamento,General Paz,390700,3,94,8,17086,1 recibo de sueldo,4156.38,811,243604,Sí,6828,ICL cada 6 meses
7816,Departamento,Alberdi,188190,3,98,30,7569,1 recibo + garantía propietaria,1920.31,570,107770,Sí,2864,IPC cada 3 meses
7817,Departamento,Urca,217035,2,54,5,10530,1 recibo de sueldo,4019.17,483,124289,Sí,4944,IPC cada 4 meses
7818,Departamento,Yofre,60000,1,20,5,3032,1 recibo + garantía propietaria,3000.0,675,34360,Sí,1337,IPC cada 4 meses
7819,Casa,Yofre,186354,3,94,26,0,3 recibos de sueldo,1982.49,735,116193,No,4622,ICL cada 3 meses
7820,Departamento,Centro,189090,3,85,9,10455,2 recibos de sueldo,2224.59,401,108286,No,3983,IPC cada 3 meses
7821,Casa,Barrio Jardín,439392,4,120,1,0,3 recibos de sueldo,3661.6,689,251626,Sí,7949,IPC cada 4 meses
7822,Departamento,Cofico,281961,3,93,23,13809,3 recibos de sueldo,3031.84,537,175805,Sí,4595,ICL cada 6 meses
7823,Departamento,Cofico,185535,2,72,45,8455,3 recibos de sueldo,2576.88,508,115682,No,2967,ICL cada 6 meses
7824,Departamento,Villa Belgrano,265716,4,128,17,13839,2 recibos de sueldo,2075.91,621,152167,No,5681,IPC cada 6 meses
7825,Departamento,Alta Córdoba,187596,3,83,7,8933,1 recibo + garantía propietaria,2260.19,534,107430,Sí,3469,IPC cada 4 meses
7826,Casa,Observatorio,243390,4,109,10,0,1 recibo de sueldo,2232.94,472,139382,Sí,5676,IPC cada 4 meses
7827,Departamento,Pueyrredón,275940,4,137,20,12325,2 recibos de sueldo,2014.16,660,172051,Sí,4483,ICL cada 4 meses
7828,Departamento,Barrio Jardín,155500,2,44,22,9051,3 recibos de sueldo,3534.09,645,89050,Sí,3832,IPC cada 4 meses
7829,Departamento,Centro,60000,1,25,33,3044,3 recibos de sueldo,2400.0,478,34360,Sí,936,IPC cada 3 meses
7830,Departamento,Nueva Córdoba,270072,2,66,35,11885,1 recibo de sueldo,4092.0,509,168392,Sí,6163,ICL cada 4 meses
7831,Departamento,General Paz,157017,1,46,31,8387,1 recibo de sueldo,3413.41,696,89918,No,3577,IPC cada 3 meses
7832,Departamento,Cofico,181440,2,58,20,10171,1 recibo de sueldo,3128.28,702,113129,Sí,3834,ICL cada 4 meses
7833,Departamento,General Paz,367735,3,90,13,20288,2 recibos de sueldo,4085.94,385,229286,No,9166,ICL cada 4 meses
7834,Departamento,Observatorio,232521,4,111,21,12088,2 recibos de sueldo,2094.78,523,144978,Sí,3498,ICL cada 4 meses
7835,Departamento,Cerro de las Rosas,497262,4,121,21,25058,3 recibos de sueldo,4109.6,641,310047,No,9772,ICL cada 3 meses
7836,Departamento,Alta Córdoba,180765,3,78,5,10040,2 recibos de sueldo,2317.5,692,112708,No,2903,ICL cada 4 meses
7837,Departamento,Centro,60000,1,22,15,3249,2 recibos de sueldo,2727.27,691,37410,No,1209,ICL cada 3 meses
7838,Departamento,Villa El Libertador,148590,2,68,5,7641,1 recibo + garantía propietaria,2185.15,710,92647,No,2520,ICL cada 6 meses
7839,Casa,Cofico,248751,3,86,34,0,3 recibos de sueldo,2892.45,577,142452,No,4842,IPC cada 6 meses
7840,Casa,Observatorio,148032,2,69,8,0,3 recibos de sueldo,2145.39,667,84773,No,2277,IPC cada 4 meses
7841,PH,Centro,234264,4,118,28,0,2 recibos de sueldo,1985.29,610,146065,Sí,4576,ICL cada 4 meses
7842,Departamento,Cofico,357390,4,106,10,18996,1 recibo + garantía propietaria,3371.6,593,204666,No,7744,IPC cada 6 meses
7843,PH,Nueva Córdoba,307230,2,72,25,0,1 recibo de sueldo,4267.08,498,175941,No,7309,IPC cada 3 meses
7844,Departamento,Alta Córdoba,179010,3,77,5,7764,2 recibos de sueldo,2324.81,679,102513,Sí,4345,IPC cada 4 meses
7845,PH,Villa Cabrera,111300,2,54,25,0,1 recibo de sueldo,2061.11,485,69396,Sí,2063,ICL cada 6 meses
7846,Departamento,San Vicente,199332,3,88,4,8052,1 recibo de sueldo,2265.14,532,114151,No,4600,IPC cada 6 meses
7847,Departamento,Observatorio,80910,1,40,14,4743,1 recibo de sueldo,2022.75,718,50448,No,1925,ICL cada 6 meses
7848,Departamento,Alta Córdoba,127710,2,55,2,7497,2 recibos de sueldo,2322.0,633,79628,Sí,3154,ICL cada 3 meses
7849,Departamento,Cerro de las Rosas,352980,3,81,15,19681,3 recibos de sueldo,4357.78,755,220086,Sí,6846,ICL cada 6 meses
7850,Casa,Nueva Córdoba,396138,3,92,29,0,2 recibos de sueldo,4305.85,616,246995,No,9189,ICL cada 4 meses
7851,Casa,Urca,311456,3,88,25,0,1 recibo de sueldo,3539.27,594,178361,Sí,5483,IPC cada 3 meses
7852,PH,Villa El Libertador,197010,3,85,1,0,1 recibo + garantía propietaria,2317.76,764,122837,Sí,4467,ICL cada 4 meses
7853,Departamento,Villa Cabrera,195858,3,92,14,9292,1 recibo de sueldo,2128.89,609,112162,Sí,4504,IPC cada 4 meses
7854,Departamento,Urca,376194,4,108,31,16181,1 recibo + garantía propietaria,3483.28,678,215435,No,8854,IPC cada 3 meses
7855,Departamento,Alta Córdoba,282960,5,133,20,13340,1 recibo de sueldo,2127.52,633,176428,Sí,6545,ICL cada 4 meses
7856,PH,Cofico,468346,4,141,1,0,2 recibos de sueldo,3321.6,662,292017,No,10707,ICL cada 4 meses
7857,Departamento,Cofico,397948,4,121,9,21697,3 recibos de sueldo,3288.83,627,248124,Sí,8687,ICL cada 6 meses
7858,Casa,General Paz,368128,3,92,16,0,2 recibos + garantía propietaria,4001.39,737,229531,No,5930,ICL cada 4 meses
7859,Departamento,Cerro de las Rosas,377496,3,82,4,17630,1 recibo + garantía propietaria,4603.61,656,235372,Sí,7067,ICL cada 3 meses
7860,Departamento,General Paz,260752,2,69,22,14580,2 recibos de sueldo,3779.01,616,149324,Sí,4555,IPC cada 4 meses
7861,PH,Nueva Córdoba,256839,2,55,19,0,1 recibo + garantía propietaria,4669.8,675,147084,No,4965,IPC cada 3 meses
7862,Departamento,General Paz,417924,4,92,5,22342,3 recibos de sueldo,4542.65,495,260579,Sí,10100,ICL cada 6 meses
7863,Departamento,Nueva Córdoba,536764,4,114,16,28233,1 recibo + garantía propietaria,4708.46,751,307388,Sí,11347,IPC cada 4 meses
7864,Departamento,San Vicente,173376,3,87,28,10160,1 recibo + garantía propietaria,1992.83,499,99287,Sí,2746,IPC cada 4 meses
7865,Casa,Urca,338152,3,88,10,0,2 recibos + garantía propietaria,3842.64,583,193649,Sí,6082,IPC cada 6 meses
7866,Departamento,Pueyrredón,63438,1,28,6,3671,1 recibo de sueldo,2265.64,604,36329,No,1492,IPC cada 4 meses
7867,Departamento,General Paz,215095,2,54,22,11665,2 recibos de sueldo,3983.24,674,123178,No,4034,IPC cada 6 meses
7868,Departamento,Barrio Jardín,309484,3,83,1,13612,1 recibo de sueldo,3728.72,812,192966,No,4665,ICL cada 4 meses
7869,Departamento,Barrio Jardín,275788,3,87,29,16210,3 recibos de sueldo,3169.98,753,171956,Sí,6275,ICL cada 6 meses
7870,Departamento,Nueva Córdoba,440510,4,104,38,19621,3 recibos de sueldo,4235.67,502,274661,No,7227,ICL cada 4 meses
7871,Departamento,Observatorio,81090,2,40,41,3847,1 recibo de sueldo,2027.25,561,46437,No,1315,IPC cada 3 meses
7872,PH,Nueva Córdoba,431798,3,91,12,0,2 recibos de sueldo,4745.03,510,247277,Sí,9140,IPC cada 4 meses
7873,PH,Yofre,126519,2,61,19,0,3 recibos de sueldo,2074.08,520,72453,No,2618,IPC cada 6 meses
7874,Departamento,Yofre,305214,5,159,31,17255,3 recibos de sueldo,1919.58,590,174787,Sí,5680,IPC cada 6 meses
7875,Casa,Alberdi,263835,4,117,5,0,1 recibo de sueldo,2255.0,780,164503,No,4505,ICL cada 4 meses
7876,Departamento,Alberdi,185400,3,78,0,8189,2 recibos + garantía propietaria,2376.92,625,115598,Sí,2973,ICL cada 6 meses
7877,Departamento,San Vicente,295260,5,131,10,15581,1 recibo de sueldo,2253.89,638,184097,Sí,4788,ICL cada 6 meses
7878,Departamento,Cofico,238977,3,81,33,11747,2 recibos + garantía propietaria,2950.33,672,149004,Sí,5343,ICL cada 3 meses
7879,Departamento,San Vicente,135036,2,64,14,7086,2 recibos de sueldo,2109.94,556,77331,No,3241,IPC cada 6 meses
7880,Departamento,Nueva Córdoba,472527,3,104,15,27955,2 recibos de sueldo,4543.53,642,294624,No,9743,ICL cada 3 meses
7881,Departamento,Nueva Córdoba,273728,2,61,22,15374,2 recibos de sueldo,4487.34,674,170671,No,5874,ICL cada 6 meses
7882,Casa,Alta Córdoba,169641,3,78,17,0,3 recibos de sueldo,2174.88,895,97148,Sí,4196,IPC cada 3 meses
7883,Departamento,Alberdi,258501,4,111,1,11869,1 recibo de sueldo,2328.84,742,161177,Sí,3918,ICL cada 4 meses
7884,Departamento,Observatorio,239364,4,112,17,9848,2 recibos de sueldo,2137.18,814,149245,Sí,3964,ICL cada 3 meses
7885,Departamento,Cerro de las Rosas,235440,2,56,20,13971,2 recibos + garantía propietaria,4204.29,652,134829,Sí,4639,IPC cada 4 meses
7886,Departamento,Villa Cabrera,142020,2,71,20,7342,2 recibos + garantía propietaria,2000.28,702,81330,Sí,2255,IPC cada 6 meses
7887,Departamento,General Paz,151483,1,42,24,6583,1 recibo de sueldo,3606.74,676,94451,No,2669,ICL cada 4 meses
7888,Departamento,Cofico,186480,2,58,15,9798,3 recibos de sueldo,3215.17,471,116271,Sí,3520,ICL cada 6 meses
7889,Casa,Urca,105451,1,32,34,0,1 recibo de sueldo,3295.34,403,65749,No,2326,ICL cada 4 meses
7890,Casa,Cofico,270121,3,82,13,0,3 recibos de sueldo,3294.16,537,154690,Sí,4409,IPC cada 4 meses
7891,Departamento,Cerro de las Rosas,326340,3,73,15,13329,2 recibos de sueldo,4470.41,774,186885,Sí,6859,IPC cada 6 meses
7892,Departamento,Alberdi,268308,4,138,26,11738,2 recibos de sueldo,1944.26,610,167292,No,4164,ICL cada 4 meses
7893,PH,Villa Cabrera,60000,1,7,29,0,3 recibos de sueldo,8571.43,727,34360,No,1168,IPC cada 6 meses
7894,Departamento,Alta Córdoba,95040,2,42,20,5004,2 recibos de sueldo,2262.86,780,54426,No,1519,IPC cada 4 meses
7895,Departamento,Alta Córdoba,167844,2,78,3,8064,2 recibos de sueldo,2151.85,521,104652,No,3354,ICL cada 6 meses
7896,Departamento,Observatorio,131790,2,60,9,6128,2 recibos + garantía propietaria,2196.5,797,75472,Sí,2524,IPC cada 6 meses
7897,Departamento,Villa El Libertador,118200,2,49,0,6277,1 recibo + garantía propietaria,2412.24,533,67689,No,2222,IPC cada 6 meses
7898,PH,Alta Córdoba,144576,2,67,8,0,2 recibos de sueldo,2157.85,629,90144,No,3343,ICL cada 4 meses
7899,Departamento,Urca,354516,3,98,17,20323,1 recibo de sueldo,3617.51,542,221043,Sí,7148,ICL cada 3 meses
7900,Departamento,Observatorio,217236,4,107,28,11637,3 recibos de sueldo,2030.24,673,135448,Sí,3849,ICL cada 4 meses
7901,Departamento,Centro,181170,3,85,17,8926,1 recibo + garantía propietaria,2131.41,633,103750,Sí,4190,IPC cada 4 meses
7902,Departamento,General Paz,421959,3,99,1,22438,2 recibos + garantía propietaria,4262.21,729,241643,Sí,8527,IPC cada 4 meses
7903,PH,Urca,208729,2,52,7,0,3 recibos de sueldo,4014.02,749,119532,No,5167,IPC cada 3 meses
7904,Departamento,Villa Cabrera,257481,4,123,17,13881,3 recibos de sueldo,2093.34,808,147451,No,5137,IPC cada 4 meses
7905,Departamento,Nueva Córdoba,317750,2,74,23,17635,1 recibo + garantía propietaria,4293.92,725,198120,No,7388,ICL cada 6 meses
7906,PH,Pueyrredón,79632,2,36,32,0,1 recibo de sueldo,2212.0,731,45602,No,1196,IPC cada 3 meses
7907,Departamento,Cerro de las Rosas,210833,2,57,41,9728,2 recibos + garantía propietaria,3698.82,605,120737,Sí,3692,IPC cada 4 meses
7908,Departamento,Villa Cabrera,119739,2,63,33,5063,1 recibo de sueldo,1900.62,632,74658,No,1831,ICL cada 4 meses
7909,Departamento,Cofico,244876,3,72,13,13134,3 recibos de sueldo,3401.06,681,140233,Sí,5015,IPC cada 6 meses
7910,Departamento,Alta Córdoba,294000,5,145,25,12471,3 recibos de sueldo,2027.59,525,183311,No,5801,ICL cada 3 meses
7911,Departamento,Observatorio,285180,4,130,6,14042,2 recibos de sueldo,2193.69,762,177812,No,6441,ICL cada 6 meses
7912,Departamento,Cofico,187159,2,53,1,8349,1 recibo de sueldo,3531.3,636,107180,Sí,3019,IPC cada 4 meses
7913,Departamento,Alberdi,179100,3,75,1,8353,1 recibo + garantía propietaria,2388.0,669,102565,Sí,4174,IPC cada 6 meses
7914,PH,Nueva Córdoba,483991,3,101,6,0,1 recibo de sueldo,4791.99,498,277167,Sí,7609,IPC cada 3 meses
7915,Departamento,Nueva Córdoba,623040,4,124,0,30785,1 recibo de sueldo,5024.52,613,388471,Sí,14609,ICL cada 6 meses
7916,Departamento,General Paz,331398,3,89,30,19195,3 recibos de sueldo,3723.57,736,206629,Sí,6798,ICL cada 4 meses
7917,Departamento,Villa El Libertador,190836,3,89,14,10230,2 recibos + garantía propietaria,2144.22,691,109286,No,3037,IPC cada 4 meses
7918,Casa,Cerro de las Rosas,387000,3,100,28,0,1 recibo de sueldo,3870.0,732,241298,No,5925,ICL cada 3 meses
7919,Departamento,Cerro de las Rosas,344088,3,93,38,14944,3 recibos de sueldo,3699.87,616,214541,No,7907,ICL cada 4 meses
7920,PH,Cofico,171864,2,66,46,0,2 recibos de sueldo,2604.0,662,107158,Sí,3123,ICL cada 3 meses
7921,Departamento,San Vicente,102201,2,53,37,5885,3 recibos de sueldo,1928.32,639,58527,Sí,2499,IPC cada 4 meses
7922,PH,Villa El Libertador,152928,3,71,23,0,2 recibos + garantía propietaria,2153.92,716,87577,No,3804,IPC cada 3 meses
7923,Departamento,Cerro de las Rosas,539184,4,126,12,26965,2 recibos de sueldo,4279.24,676,336186,No,12413,ICL cada 4 meses
7924,Departamento,Nueva Córdoba,454053,3,101,18,20016,2 recibos + garantía propietaria,4495.57,611,283106,Sí,10272,ICL cada 4 meses
7925,Departamento,Yofre,293604,5,148,28,14841,2 recibos + garantía propietaria,1983.81,393,168138,Sí,6506,IPC cada 6 meses
7926,Casa,Urca,223975,2,69,34,0,3 recibos de sueldo,3246.01,667,128263,No,3805,IPC cada 6 meses
7927,Departamento,Observatorio,162288,3,87,39,7111,1 recibo + garantía propietaria,1865.38,482,101188,Sí,2684,ICL cada 6 meses
7928,Departamento,Observatorio,119856,2,59,24,5674,2 recibos + garantía propietaria,2031.46,718,74731,No,2283,ICL cada 3 meses
7929,Departamento,Villa Belgrano,283728,4,138,16,15920,1 recibo + garantía propietaria,2056.0,733,176906,No,6938,ICL cada 4 meses
7930,PH,Cerro de las Rosas,210833,2,57,41,0,2 recibos de sueldo,3698.82,421,120737,Sí,3232,IPC cada 3 meses
7931,Casa,Villa Cabrera,159840,3,86,40,0,1 recibo + garantía propietaria,1858.6,679,91535,No,3709,IPC cada 4 meses
7932,Departamento,Villa Belgrano,97053,2,41,13,5160,2 recibos de sueldo,2367.15,677,55579,No,1855,IPC cada 6 meses
7933,Departamento,Centro,197640,3,97,20,9794,2 recibos + garantía propietaria,2037.53,687,123230,Sí,3029,ICL cada 3 meses
7934,Departamento,Barrio Jardín,362438,4,113,28,16138,2 recibos de sueldo,3207.42,526,225983,No,6083,ICL cada 6 meses
7935,Casa,Urca,229971,2,61,12,0,3 recibos de sueldo,3770.02,697,143389,Sí,5706,ICL cada 3 meses
